-8.508963544604213058e-02 6.578976370099486326e-01 7.482850079724872039e-01
4.647938054115579032e-01 -8.029738470975048559e-01 -3.730947859840388903e-01
6.850583678380117725e-01 -7.257786811116779813e-01 -6.277211720909735282e-02
-4.600929408067395698e-01 -7.078147893307227267e-01 -5.360155872962190093e-01
6.408211071753781019e-01 -6.136700425355602340e-01 -4.612563143122556664e-01
6.541574606986160223e-01 1.218490525334315067e-01 -7.464789514842623541e-01
-8.741166695616625626e-01 4.237030701963936941e-01 2.374779069736323023e-01
-4.554869907772141069e-01 8.610849928260951858e-01 2.259739727543896293e-01
-4.008400858755596374e-01 3.683592234673315757e-01 8.388317519275354517e-01
-4.097509365441451834e-01 -4.217967474565068597e-01 -8.088211630739563507e-01
-6.060615402162090604e-01 5.773619067206670064e-01 5.471221418829911309e-01
-1.020097169198534715e-01 -7.291575323172283518e-01 -6.767003108607100303e-01
-9.125560308082273364e-01 -1.353529243893702716e-01 -3.859029366236788605e-01
2.996244226351976736e-01 -1.042560303350737599e-01 -9.483437591397417821e-01
-7.885981198681945026e-01 -6.022500553893425090e-01 1.241284662109491538e-01
-4.575972566885415649e-01 -4.870709724987813682e-03 8.891462347993697168e-01
9.558098274752243606e-01 -2.629565511937790867e-01 1.314588372307289865e-01
-3.862207470685981026e-01 -7.331239702915146594e-01 5.597881552138989081e-01
-7.757612760467411661e-01 -1.651843223579602948e-01 6.090226450908645672e-01
7.161305977479702767e-01 3.621453949575716841e-02 6.970261645722095611e-01
-3.205068192735490151e-01 4.800096289030919561e-01 -8.166187206765886941e-01
8.425660170050316422e-01 2.787042466237010796e-01 -4.608757423668468634e-01
7.451072990824807452e-01 6.216318535053276806e-01 -2.416380590088029467e-01
-2.881947331836997028e-01 -6.372463977636776133e-02 -9.554490912919160195e-01
-8.396572749583288697e-01 -5.002122277648703985e-01 -2.115735990242135767e-01
-4.049867082505383825e-02 -9.429140014852851470e-01 3.305647341511367410e-01
8.118386190095669974e-01 -5.799249313475554057e-01 6.786111321052813727e-02
-8.330720593466405255e-01 5.178411966161653446e-01 -1.945030565905985775e-01
2.478679581556341160e-01 -6.556693133781670291e-01 -7.132034960752503538e-01
-2.158326364311005663e-01 -4.758986323776535077e-01 8.526058671814775725e-01
5.966163445582226554e-01 6.212982196576664062e-01 5.079738769427009082e-01
-9.392047093352614562e-01 1.312133047584543855e-01 3.172973095014077205e-01
8.657826845285157003e-01 -1.072310325937286118e-01 -4.887963265200335194e-01
-5.737366998384331174e-01 -4.507777848165384071e-01 6.838315494143264450e-01
3.773326330888070457e-01 7.756498769206313648e-01 -5.059519270042137640e-01
8.112084280157496469e-03 -9.987791136507966350e-01 -4.872859759484930026e-02
6.195393884597240053e-01 7.674862953303679403e-01 -1.647292707050520277e-01
4.960868612780980902e-01 -5.759760780426622651e-01 6.497302390914542203e-01
8.027533562962000380e-01 5.790032727372043109e-01 1.426262918076203479e-01
7.781011613561629181e-01 -4.923444010906070645e-01 3.900712414558679675e-01
1.177156761570630344e-01 -9.008533416753219392e-01 -4.178591585442291145e-01
-6.483608675686849399e-01 7.533111069097788715e-01 -1.102295859193247324e-01
1.554135327993418601e-02 6.812675581605747155e-01 -7.318695105933545886e-01
-6.156225071476533195e-01 5.724681997598972671e-01 -5.415617129717537059e-01
-1.142893406923918553e-02 -3.557673540190594008e-01 -9.345046651998684117e-01
2.533138531743994726e-01 7.748993459889563784e-01 5.791054268229806068e-01
